date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:34:43	62380/62380	---M--	200	added ('OK')	image/webp	etag:%22f3ac-62d40cc4cb540%22	https://gettrumpmemes.com/images/TrumpCard_EnjoyMySneakers_Signiture-680_1.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/TrumpCard_EnjoyMySneakers_Signiture-680_1.webp	(from https://gettrumpmemes.com/)
11:34:43	111544/111544	---M--	200	added ('OK')	image/png	etag:%221b3b8-62d40cc4cb540%22	https://gettrumpmemes.com/images/trump-favicon-256.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/trump-favicon-256.png	(from https://gettrumpmemes.com/)
11:34:43	124640/124640	---M--	200	added ('OK')	image/webp	etag:%221e6e0-62d40cc4cb540%22	https://gettrumpmemes.com/images/TMC-Allocation-Report-6.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/TMC-Allocation-Report-6.webp	(from https://gettrumpmemes.com/)
11:34:43	2439/2439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22987-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-apple-pay.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-apple-pay.svg	(from https://gettrumpmemes.com/)
11:34:44	998/998	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e6-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-visa-1.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-visa-1.svg	(from https://gettrumpmemes.com/)
11:34:44	687/687	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222af-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-mastercard-1.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-mastercard-1.svg	(from https://gettrumpmemes.com/)
11:34:44	1872/1872	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22750-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-venmo-is-a-mobile-payment-service-owned-by-paypal.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-venmo-is-a-mobile-payment-service-owned-by-paypal.svg	(from https://gettrumpmemes.com/)
11:34:44	1427/1427	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22593-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-usdc.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-usdc.svg	(from https://gettrumpmemes.com/)
11:34:45	21688/21688	---M--	200	added ('OK')	image/webp	etag:%2254b8-62d40cc4cb540%22	https://gettrumpmemes.com/images/solana-sol-logo_1solana-sol-logo.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/solana-sol-logo_1solana-sol-logo.webp	(from https://gettrumpmemes.com/)
11:34:45	29472/29472	---M--	200	added ('OK')	image/webp	etag:%227320-62d40cc4cb540%22	https://gettrumpmemes.com/images/Community-top-image_1Community-top-image.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Community-top-image_1Community-top-image.webp	(from https://gettrumpmemes.com/)
11:34:45	119657/119657	---M--	200	added ('OK')	image/png	etag:%221d369-62d40cc4cb540%22	https://gettrumpmemes.com/images/moonshot_light.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/moonshot_light.png	(from https://gettrumpmemes.com/)
11:34:46	804/804	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22324-62d40cc4cb540%22	https://gettrumpmemes.com/images/icons8-twitterx-1.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icons8-twitterx-1.svg	(from https://gettrumpmemes.com/)
11:34:46	517/517	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22205-62d40cc4cb540%22	https://gettrumpmemes.com/images/icon_chevron_up.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/icon_chevron_up.svg	(from https://gettrumpmemes.com/)
11:34:46	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=676715b9a1e3ee4a3dec8579	C:/My%20Web%20Sites/gettrumpmemes/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8520a.js	(from https://gettrumpmemes.com/)
11:34:47	226204/226204	---MCZ	200	added ('OK')	text/javascript	etag:W/%223739c-62d40cc4cb540%22	https://gettrumpmemes.com/js/relume-template---sept-20-ecece4197fc38.js	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/js/relume-template---sept-20-ecece4197fc38.js	(from https://gettrumpmemes.com/)
11:34:47	226/226	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e2-62d40cc4cb540%22	https://gettrumpmemes.com/images/chevron-down.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/chevron-down.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:47	226/226	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e2-62d40cc4cb540%22	https://gettrumpmemes.com/images/chevron-down-white.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/chevron-down-white.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:47	71315/71315	---M--	200	added ('OK')	image/png	etag:%2211693-62d40cc4cb540%22	https://gettrumpmemes.com/images/Grain_Latest.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Grain_Latest.png	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:48	1170/1170	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22492-62d40cc4cb540%22	https://gettrumpmemes.com/images/Webflow-Background.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Webflow-Background.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:48	92814/92814	---M--	200	added ('OK')	image/webp	etag:%2216a8e-62d40cc4cb540%22	https://gettrumpmemes.com/images/Black-gold-wave_1Black-gold-wave.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Black-gold-wave_1Black-gold-wave.webp	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:48	189783/189783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222e557-62d40cc4cb540%22	https://gettrumpmemes.com/images/dt_signature.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/dt_signature.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:48	58973/58973	---M--	200	added ('OK')	image/png	etag:%22e65d-62d40cc4cb540%22	https://gettrumpmemes.com/images/Grain_50p.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Grain_50p.png	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:48	162734/162734	---M--	200	added ('OK')	image/jpeg	etag:%2227bae-62d40cc4cb540%22	https://gettrumpmemes.com/images/iStock-2156293682.jpg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/iStock-2156293682.jpg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:49	1687/1687	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22697-62d40cc4cb540%22	https://gettrumpmemes.com/images/intothe-rainbow-9.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/intothe-rainbow-9.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:49	10583/10583	---M--	200	added ('OK')	image/png	etag:%222957-62d40cc4cb540%22	https://gettrumpmemes.com/images/trump-silhouette.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/trump-silhouette.png	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:50	623869/623869	---M--	200	added ('OK')	image/png	etag:%22984fd-62d40cc4cb540%22	https://gettrumpmemes.com/images/IMG_4923_clipped_rev_1.png	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/IMG_4923_clipped_rev_1.png	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:50	1851/1851	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2273b-62d40cc4cb540%22	https://gettrumpmemes.com/images/rippling-target-2.svg	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/rippling-target-2.svg	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:51	66946/66946	---M--	200	added ('OK')	image/webp	etag:%2210582-62d40cc4cb540%22	https://gettrumpmemes.com/images/stars-stripes-3_1stars-stripes-3.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/stars-stripes-3_1stars-stripes-3.webp	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:51	40538/40538	---M--	200	added ('OK')	image/webp	etag:%229e5a-62d40cc4cb540%22	https://gettrumpmemes.com/images/stars-stripes-2_1stars-stripes-2.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/stars-stripes-2_1stars-stripes-2.webp	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:51	242628/242628	---M--	200	added ('OK')	image/webp	etag:%223b3c4-62d40cc4cb540%22	https://gettrumpmemes.com/images/Community5_1Community5.webp	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/images/Community5_1Community5.webp	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:51	25484/25484	---M--	200	added ('OK')	font/woff2	etag:%22638c-62d40cc4cb540%22	https://gettrumpmemes.com/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/fonts/fa-regular-400.woff2	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:52	118724/118724	---M--	200	added ('OK')	font/woff2	etag:%221cfc4-62d40cc4cb540%22	https://gettrumpmemes.com/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/fonts/fa-brands-400.woff2	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:53	158224/158224	---M--	200	added ('OK')	font/woff2	etag:%2226a10-62d40cc4cb540%22	https://gettrumpmemes.com/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/fonts/fa-solid-900.woff2	(from https://gettrumpmemes.com/css/relume-template---sept-20-ecece4197fc38.css)
11:34:53	4719/4719	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Mar%202025%2010:34:52%20GMT	https://gettrumpmemes.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/cdn-cgi/l/email-protection.html	(from https://gettrumpmemes.com/contact-us)
11:34:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267bdf49d-4d7%22	https://gettrumpmemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/gettrumpmemes/gettrumpmemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://gettrumpmemes.com/contact-us)
